category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
database,sqlserver,sqlservercreaterestore,POST,/v1/clusters/{cluster_id}/restore,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_name_prefix, name, server_type_name",static
database,sqlserver,sqlserverpatchminorversion,PUT,/v1/clusters/{cluster_id}/patch,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: software_version,static
database,sqlserver,sqlserverregisterlogexportconfig,POST,/v1/clusters/{cluster_id}/log-export-configs,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: access_key, bucket_name, log_type, schedule_day_of_month, schedule_frequency_type, schedule_hour, secret_key",static
database,sqlserver,sqlserversetbackup,POST,/v1/clusters/{cluster_id}/backups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: retention_period_day, starting_time_hour",static
database,sqlserver,sqlserversetlogexportconfig,PUT,/v1/clusters/{cluster_id}/log-export-configs/{log_type},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: access_key, schedule_day_of_month, schedule_frequency_type, schedule_hour, secret_key",static
database,sqlserver,sqlserversetmaintenance,POST,/v1/clusters/{cluster_id}/maintenance,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: start_time, term_hour",static
database,sqlserver,sqlserversetservertype,POST,/v1/instance-groups/{instance_group_id}/resize,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type_name,static
database,sqlserver,sqlservershowrequest,GET,/v1/requests/{request_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
devops-tools,devopsservice,createdevopsservice,POST,/v1/devops-services,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: tenant_code, tenant_name",static
financial-management,billingplan,createplannedcomputes,POST,/v1/planned-computes,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: server_type, service_id",static
financial-management,billingplan,showcancellationfee,POST,/v1/planned-computes/cancellation-fee,yellow,red,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/planned-computes/cancellation-fee),static
financial-management,budget,createaccountbudget,POST,/v1/budgets/account,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, start_month, unit",static
financial-management,budget,listaccountbudgets,GET,/v1/budgets/account,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 4),runtime
financial-management,budget,setaccountbudget,PUT,/v1/budgets/account/{budget_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, start_month, unit",static
financial-management,costexplorer,listbills,GET,/v1/bills,yellow,yellow,문서,본문,schema-undocumented-field,실제 응답에 문서에 없는 필드 존재,응답 스키마 문서 갱신,response has undocumented field(s): usage_amt,runtime
financial-management,costexplorer,listbills,GET,/v1/bills,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 20),runtime
financial-management,costexplorer,listusages,GET,/v1/usages,yellow,yellow,문서,본문,schema-undocumented-field,실제 응답에 문서에 없는 필드 존재,응답 스키마 문서 갱신,"response has undocumented field(s): end_time,metrics,start_time,used_time",runtime
financial-management,costexplorer,listusages,GET,/v1/usages,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 20),runtime
management,cloudcontrol,addbaselineassignment,POST,/v1/baseline-assignments/{assignment_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: landing_zone_id,static
management,cloudcontrol,createaccountfactoryaccount,POST,/v1/accounts,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: landing_zone_id, name, parent_unit_id",static
management,cloudcontrol,createlandingzone,POST,/v1/landing-zones,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: additional_ou_name, audit_account_name, audit_login_id, basic_ou_name, log_archive_account_name, log_archive_login_id",static
management,cloudcontrol,setlandingzone,PUT,/v1/landing-zones/{landing_zone_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: detective_guardrail_status,static
management,cloudcontrol,showguardrail,GET,/v1/guardrails/{guardrail_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,cloudcontrol,showlandingzone,GET,/v1/landing-zones/{landing_zone_id},yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,cloudcontrol,updatebaselineassignment,PUT,/v1/baseline-assignments/{assignment_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: landing_zone_id,static
management,cloudmonitoring,getadressbookmemberlist,GET,/v1/cloudmonitorings/product/v2/addrbooks/{addrbookId}/members,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,cloudmonitoring,geteventpolicydetail,GET,/v1/cloudmonitorings/event/v2/event-policies/{eventPolicyId},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,cloudmonitoring,geteventpolicyhistories,GET,/v1/cloudmonitorings/event/v2/event-policies/{eventPolicyId}/histories,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,cloudmonitoring,geteventpolicynotification,GET,/v1/cloudmonitorings/event/v2/event-policies/{eventPolicyId}/notifications,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,cloudmonitoring,getmetricperfdatalist,POST,/v1/cloudmonitorings/product/v2/metric-data,yellow,red,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/cloudmonitorings/product/v2/metric-data),static
management,cloudmonitoring,getmetricperfdatalist,POST,/v1/cloudmonitorings/product/v2/metric-data,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: queryEndDt,static
management,cloudmonitoring,puteventpolicy,POST,/v1/cloudmonitorings/event/v2/event-policies,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: productResourceId,static
management,iam,accesskeysendtemporaryotp,POST,/v1/access-keys/send-otp,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,POST 2xx documents no schema,static
management,iam,addgroupmember,POST,/v1/groups/{group_id}/members,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: user_id,static
management,iam,addpermission,POST,/v1/resource-policies/{srn}/statements,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: Effect,static
management,iam,creategroup,POST,/v1/groups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: description, name",static
management,iam,createiamuser,POST,/v1/accounts/{account_id}/users,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: password, user_name",static
management,iam,createpolicy,POST,/v1/policies,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: policy_name,static
management,iam,createrole,POST,/v1/roles,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,iam,createsamlprovider,POST,/v1/saml-providers,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: federation_type, saml_provider_name",static
management,iam,listgroup,GET,/v1/groups,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 3),runtime
management,iam,listiamuser,GET,/v1/accounts/{account_id}/users,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
management,iam,listpolicy,GET,/v1/policies,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 3),runtime
management,iam,listrole,GET,/v1/roles,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 3),runtime
management,iam,listsamlprovider,GET,/v1/saml-providers,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,iam,listuserpolicybindings,GET,/v1/users/{user_id}/policy-bindings,yellow,yellow,규격,본문,notfound-200-list,존재하지 않는 부모의 하위 목록 조회가 200(빈 목록) 반환,부모 부재 시 404,"sub-resource list of a non-existent parent -> 200 (empty), not 404",runtime
management,iam,setgroup,PUT,/v1/groups/{group_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: description, name",static
management,iam,setpermission,PUT,/v1/resource-policies/{srn}/statements/{sid},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: Effect,static
management,iam,setpolicygroupbinding,PUT,/v1/policies/{policy_id}/bindings,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: identity_type,static
management,iam,showresourcepolicy,GET,/v1/resource-policies/{srn},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,iam,updateiamuserpassword,PUT,/v1/accounts/{account_id}/users/{user_id}/password,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: password,static
management,iam-identity-center,createaccountassignment,POST,/v1/account-assignments,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,createbulkgroupusers,POST,/v1/groups/{group_id}/users,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,creategroup,POST,/v1/groups,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_id, name",static
management,iam-identity-center,createinstance,POST,/v1/instances,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,iam-identity-center,createpermissionset,POST,/v1/permission-sets,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_id, name",static
management,iam-identity-center,createuser,POST,/v1/users,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_id, name, user_id",static
management,iam-identity-center,deleteuser,DELETE,/v1/users/{user_uuid},yellow,yellow,규격,본문,param-naming,경로 파라미터 명명이 표준과 다름,리소스명을 포함한 파라미터명 사용(예: {alert_id}),{user_uuid} vs {*_id} in /v1/users/{user_uuid},static
management,iam-identity-center,listgroupusers,GET,/v1/groups/{group_id}/users,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,iam-identity-center,listinstances,GET,/v1/instances,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,iam-identity-center,listpermissionsetpolicies,GET,/v1/permission-sets/{permission_set_id}/policies,yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,iam-identity-center,setgroup,PATCH,/v1/groups/{group_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,setpermissionset,PATCH,/v1/permission-sets/{permission_set_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,setpermissionsetpolicies,PUT,/v1/permission-sets/{permission_set_id}/policies,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,setuser,PATCH,/v1/users/{user_uuid},yellow,yellow,규격,본문,param-naming,경로 파라미터 명명이 표준과 다름,리소스명을 포함한 파라미터명 사용(예: {alert_id}),{user_uuid} vs {*_id} in /v1/users/{user_uuid},static
management,iam-identity-center,setuser,PATCH,/v1/users/{user_uuid},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: instance_id,static
management,iam-identity-center,showgroup,GET,/v1/groups/{group_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,iam-identity-center,showpermissionset,GET,/v1/permission-sets/{permission_set_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,iam-identity-center,showuser,GET,/v1/users/{user_uuid},yellow,yellow,규격,본문,param-naming,경로 파라미터 명명이 표준과 다름,리소스명을 포함한 파라미터명 사용(예: {alert_id}),{user_uuid} vs {*_id} in /v1/users/{user_uuid},static
management,iam-identity-center,showuser,GET,/v1/users/{user_uuid},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
management,loggingaudit,createtrail,POST,/v1/trails,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: account_id, bucket_name, bucket_region, trail_name",static
management,loggingaudit,downloadlogs,POST,/v1/logs/download,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: end_at, time_zone_info",static
management,network-logging,createnetworkloggingstorage,POST,/v1/network-logging/storages,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: bucket_name,static
management,organization,createaccount,POST,/v1/organization-accounts,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: login_id, name, organization_id, role_name",static
management,organization,createorganization,POST,/v1/organizations,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,organization,createorganizationunit,POST,/v1/organization-units,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
management,organization,createservicecontrolpolicy,POST,/v1/service-control-policies,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: description, name, organization_id",static
management,organization,listorganizations,GET,/v1/organizations,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
management,organization,listparents,GET,/v1/organization-units/{unit_id}/parents,yellow,yellow,규격,부록,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 403 (not 404),runtime
